知りたい分類,定義,出す場所,品目,出し方詳細,備考
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,"カーペット（電気なし）
","①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ウレタンマット,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,マットレス(金属なし),"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ふとん,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,机,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②リサイクルプラザに持ち込めるもの
　・家具類(机、イス、ベッド、タンス、マットレス(金属あり)、棚、ガステーブル、ミシン、ストーブなど)
　・家電(電子レンジ、扇風機、掃除機、プリンタ、ワープロ専用機など)　※プラグ、コードを切断する必要なし
　・パソコン
　・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶など)",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,イス,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ベッド,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,タンス,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,マットレス(金属あり),"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,棚,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ガステーブル,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ミシン,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ストーブ,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,電子レンジ,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,扇風機,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,掃除機,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,プリンタ,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,ワープロ専用機,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
粗大ごみ,"・ゴミ袋に入らない燃やせるもの
・家具類
・家電
・パソコン
・その他(自転車、三輪車、一輪車、乳母車、スキー板、ゴルフセット、楽器、遊具、物干し竿、ドラム缶、等)
※1辺が2メートルを超えているものは、2メートル以下にしてください。
",戸別有料収集もしくは環境クリーンセンターへ,パソコン,"①戸別有料収集（予約制）
　・有　料：1個につき800円
　・収集日：火曜日・金曜日（祝日含む、年末年始を除く）
　１．インターネットまたは電話で申し込む
　　インターネット予約：http://anjosodaigomi.com
　　電話予約：0566-77-4411
　２．予約完了後に粗大ごみ処理券を購入する
　　　※粗大ごみ処理券を市役所市民課、
　　　　アンフォーレ（本館1階証明旅券窓口センター）、公民館、一部町内会、清掃事業所で購入してください（1枚800円）
　　　※取扱い町内会については市公式ウェブサイトにてご確認下さい※処理券の払い戻しはできません
　３．収集日の朝８時までに粗大ごみ処理券をはって出す。
　　　※1辺が2mを超えている物は2m以下にしてください
　　　※処理券を見やすい位置に剥がれないように、はってください
　　　※当日朝８時までに、公道に面した門口へ出してください。立ち会う必要はありません

②環境クリーンセンターに持ち込めるもの
　燃やせるもの（指定袋に入らないもの）。畳、ござ、障子、ふすま、すだれ、カーテン、カーペット（電気なし）、ウレタンマット、マットレス(金属なし)、ふとんなど",
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,飲料用のペットボトル,"①キャップとラベルをはずす
②中を軽く水洗いしてつぶす（つぶさなくても可）
③スーパーなどの店頭やリサイクルステーションの回収ネットへはずしたキャップとラベルは『プラスチック資源』","※焼き肉のたれなど食用油脂を使用したものは『燃やせるごみ』
※ペットボトルのようなものでもPETマークがついていないものは出せません"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,食品用のペットボトル,"①キャップとラベルをはずす
②中を軽く水洗いしてつぶす（つぶさなくても可）
③スーパーなどの店頭やリサイクルステーションの回収ネットへはずしたキャップとラベルは『プラスチック資源』","※焼き肉のたれなど食用油脂を使用したものは『燃やせるごみ』
※ペットボトルのようなものでもPETマークがついていないものは出せません"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,丸形(サークル形)蛍光管,買い替えの際に販売店などへ持ち込むか、リサイクルステーションの回収ボックスへ,"下記は『燃やせないごみ』
①LED・白熱球・グロー球
②割れた蛍光管は新聞紙などにくるむ"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,直管形蛍光管,買い替えの際に販売店などへ持ち込むか、リサイクルステーションの回収ボックスへ,"下記は『燃やせないごみ』
①LED・白熱球・グロー球
②割れた蛍光管は新聞紙などにくるむ"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,電球形蛍光灯,買い替えの際に販売店などへ持ち込むか、リサイクルステーションの回収ボックスへ,"下記は『燃やせないごみ』
①LED・白熱球・グロー球
②割れた蛍光管は新聞紙などにくるむ"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,携帯音楽プレーヤー,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,ICレコーダー,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,デジタルカメラ,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
